Date,Positive,Negative,Total
10/30/2018,0.5780682643427741,0.09586056644880174,5508
10/29/2018,0.49266862170087977,0.11143695014662756,2046
10/28/2018,0.47655703289013296,0.11336599020293912,1429
10/27/2018,0.4983670803396473,0.11495754408883083,1531
10/26/2018,0.5080312069756769,0.10876548875631023,2179
10/25/2018,0.4494334872010071,0.13344523709609735,2383
10/24/2018,0.4467432950191571,0.1467432950191571,2610
10/23/2018,0.4889807162534435,0.10009182736455463,2178
10/22/2018,0.49842436974789917,0.1055672268907563,1904
10/21/2018,0.515527950310559,0.12111801242236025,322
10/31/2018,0.5281517747858017,0.10709914320685435,3268
11/1/2018,0.49604130808950087,0.10981067125645438,2905
11/2/2018,0.46390225842280636,0.13106256941873382,2701
11/3/2018,0.4649910233393178,0.12088569718731298,1671
11/4/2018,0.47489150650960943,0.10539367637941724,1613
11/5/2018,0.44601145879241955,0.11502864698104892,2269
11/6/2018,0.4556786703601108,0.11265004616805172,2166
11/7/2018,0.4845771144278607,0.09751243781094528,2010
11/8/2018,0.5051546391752577,0.11831124202258222,2037
11/9/2018,0.5223166843783209,0.10255047821466524,1882
11/10/2018,0.4978978978978979,0.1039039039039039,1665
11/11/2018,0.5010956902848794,0.09203798392987582,1369
11/12/2018,0.4624098867147271,0.12718846549948506,1942
11/13/2018,0.4613935969868173,0.13135593220338984,2124
11/14/2018,0.48086124401913877,0.12009569377990431,2090
11/15/2018,0.47646493756003844,0.10758885686839577,2082
11/16/2018,0.5023498694516971,0.11174934725848563,1915
11/17/2018,0.47479674796747967,0.11951219512195121,1230
11/18/2018,0.47711864406779664,0.11779661016949153,1180
11/19/2018,0.44751381215469616,0.13360120542440984,1991
11/20/2018,0.45224450811843364,0.12225405921680993,2094
11/21/2018,0.44480976984499765,0.13245655237200563,2129
11/22/2018,0.47159404302261443,0.11307225592939879,1813
11/23/2018,0.465625,0.1578125,1920
11/24/2018,0.48156028368794324,0.11631205673758865,1410
11/25/2018,0.48699763593380613,0.11032308904649331,1269
11/26/2018,0.45357142857142857,0.09081632653061225,1960
11/27/2018,0.47538677918424754,0.09048288795124239,2133
11/28/2018,0.4755,0.0865,2000
11/29/2018,0.5018746652383503,0.09159078735940011,1867
11/30/2018,0.46234676007005254,0.1039112667834209,1713
12/1/2018,0.4610436025732666,0.09792709077912795,1399
12/2/2018,0.4561675717610551,0.11016291698991466,1289
